path,filename,suffix,readable,row_count,column_count,matched_interest_columns,all_columns,sample,error
weather/output/attempt_performance_residual_stability_qa_v1.csv,attempt_performance_residual_stability_qa_v1.csv,.csv,True,22,3,,metric|value|status,,
weather/output/attempt_performance_target_structure_v1.csv,attempt_performance_target_structure_v1.csv,.csv,True,5,12,year|mean_speed_mph,scope|year|rows|mean_speed_mph|median_speed_mph|std_speed_mph|min_speed_mph|max_speed_mph|mean_minus_primary_overall_mean_mph|primary_year_mean_range_mph|eta_squared_descriptive_year|diagnostic_policy_hash,year=2020.0; mean_speed_mph=229.37256410256407 || year=2021.0; mean_speed_mph=229.98963265306122,
weather/output/attempt_performance_v1_design_qa.csv,attempt_performance_v1_design_qa.csv,.csv,True,17,3,,metric|value|status,,
weather/output/attempt_performance_validation_folds_v1.csv,attempt_performance_validation_folds_v1.csv,.csv,True,4,9,,validation_protocol_id|fold_id|fold_role|train_years|test_year|train_rows|test_rows|interpretation|validation_protocol_hash,,
weather/output/chronology_rescue_2022_castroneves_repeat_pair_audit_v1.csv,chronology_rescue_2022_castroneves_repeat_pair_audit_v1.csv,.csv,True,7,2,,metric|value,,
weather/output/chronology_rescue_2022_castroneves_repeat_pair_audit_v1_qa.csv,chronology_rescue_2022_castroneves_repeat_pair_audit_v1_qa.csv,.csv,True,6,3,,metric|value|status,,
weather/output/chronology_rescue_2022_castroneves_repeat_pair_evidence_v1.csv,chronology_rescue_2022_castroneves_repeat_pair_evidence_v1.csv,.csv,True,1,16,,evidence_id|source_class|source_name|source_file|sentence_index|sentence|context|detected_actions|mentions_225_482|mentions_229_630|mentions_first_run|mentions_second_run|mentions_withdraw|mentions_bail_abort|promotion_status|notes,,
weather/output/chronology_rescue_2022_ilott_repeat_pair_audit_v1.csv,chronology_rescue_2022_ilott_repeat_pair_audit_v1.csv,.csv,True,15,2,,metric|value,,
weather/output/chronology_rescue_2022_ilott_repeat_pair_audit_v1_qa.csv,chronology_rescue_2022_ilott_repeat_pair_audit_v1_qa.csv,.csv,True,11,3,,metric|value|status,,
weather/output/chronology_rescue_2022_ilott_repeat_pair_evidence_v1.csv,chronology_rescue_2022_ilott_repeat_pair_evidence_v1.csv,.csv,True,18,18,,evidence_id|source_type|source_class|source_name|source_path|sentence_index|sentence|context|action_terms|exact_speed_hits|mentions_first_run|mentions_second_run|mentions_withdraw|mentions_lane1|mentions_lane2|mentions_queue|promotion_status|notes,,
weather/output/chronology_rescue_2022_karam_repeat_conflict_adjudication_v1.csv,chronology_rescue_2022_karam_repeat_conflict_adjudication_v1.csv,.csv,True,1,20,driver_name,phase|driver_name|first_attempt_id|first_speed_mph|second_attempt_id|second_speed_mph|no_attempt_object_id|objective_speed_delta_mph|autosport_supported|therace_conflict_present|conflict_status|relation|action|time_quality|lane|queue_position|queue_wait|exact_timestamp|promotion_ready|notes,driver_name=Sage Karam,
weather/output/chronology_rescue_2022_karam_repeat_conflict_evidence_v1.csv,chronology_rescue_2022_karam_repeat_conflict_evidence_v1.csv,.csv,True,2,17,year|driver_name,evidence_id|phase|year|driver_name|first_attempt_id|first_speed_mph|second_attempt_id|second_speed_mph|no_attempt_object_id|source_name|source_class|source_url|source_quote_1|source_quote_2|semantic|evidence_direction|speed_delta_mph,year=2022; driver_name=Sage Karam || year=2022; driver_name=Sage Karam,
weather/output/chronology_rescue_2022_karam_repeat_conflict_evidence_v1_qa.csv,chronology_rescue_2022_karam_repeat_conflict_evidence_v1_qa.csv,.csv,True,10,3,,metric|value|status,,
weather/output/chronology_rescue_2022_karam_repeat_evidence_hits_v1.csv,chronology_rescue_2022_karam_repeat_evidence_hits_v1.csv,.csv,True,59,15,,source_path|source_class|unit_index|text|speed_hits|second_run_terms|improvement_terms|withdraw_terms|no_attempt_terms|lane_terms|source_native|direct_repeat|direct_improvement|direct_withdraw|strong_binding,,
weather/output/chronology_rescue_2022_karam_repeat_integration_summary_v1.csv,chronology_rescue_2022_karam_repeat_integration_summary_v1.csv,.csv,True,14,2,,metric|value,,
weather/output/chronology_rescue_2022_karam_repeat_integration_v1_qa.csv,chronology_rescue_2022_karam_repeat_integration_v1_qa.csv,.csv,True,15,3,,metric|value|status,,
weather/output/chronology_rescue_2022_karam_repeat_object_reconciliation_v1.csv,chronology_rescue_2022_karam_repeat_object_reconciliation_v1.csv,.csv,True,3,8,driver_name|attempt_id,attempt_id|car_number|driver_name|car_attempt_index|canonical_speed_mph|canonical_status|official_result_row|official_status,driver_name=Sage Karam; attempt_id=2c453335-3a19-5653-8d5c-79d94db93028 || driver_name=Sage Karam; attempt_id=4778bf12-3fb5-5321-b4ae-9dc2f0880c25,
weather/output/chronology_rescue_2022_karam_repeat_object_reconciliation_v1_qa.csv,chronology_rescue_2022_karam_repeat_object_reconciliation_v1_qa.csv,.csv,True,13,3,,metric|value|status,,
weather/output/chronology_rescue_2022_malukas_autosport_repeat_evidence_v1.csv,chronology_rescue_2022_malukas_autosport_repeat_evidence_v1.csv,.csv,True,1,32,year|driver_name,evidence_id|phase|year|driver_name|car_number|first_attempt_id|first_speed_mph|first_official_status|second_attempt_id|second_speed_mph|second_official_result_row|improvement_mph|source_name|source_class|source_title|source_author|source_date_label|source_date_display|source_url|source_quote_queue|source_quote_improved|source_semantic|relation|action|time_quality|lane|queue_position|queue_wait|exact_timestamp|withdrawal_semantic|promotion_ready|notes,year=2022; driver_name=David Malukas,
weather/output/chronology_rescue_2022_malukas_autosport_repeat_evidence_v1_qa.csv,chronology_rescue_2022_malukas_autosport_repeat_evidence_v1_qa.csv,.csv,True,12,3,,metric|value|status,,
weather/output/chronology_rescue_2022_malukas_repeat_chronology_audit_v1.csv,chronology_rescue_2022_malukas_repeat_chronology_audit_v1.csv,.csv,True,2,6,driver_name|attempt_id|speed_mph,attempt_id|driver_name|car_attempt_index|speed_mph|official_status|chronology_covered,driver_name=David Malukas; attempt_id=619575d3-e7eb-5cce-886f-0a8485b98eba; speed_mph=231.233 || driver_name=David Malukas; attempt_id=85c917fa-1c7a-52cb-a47f-468b4bdae9a5; speed_mph=231.607,
weather/output/chronology_rescue_2022_malukas_repeat_chronology_audit_v1_qa.csv,chronology_rescue_2022_malukas_repeat_chronology_audit_v1_qa.csv,.csv,True,6,3,,metric|value|status,,
weather/output/chronology_rescue_2022_malukas_repeat_evidence_hits_v1.csv,chronology_rescue_2022_malukas_repeat_evidence_hits_v1.csv,.csv,True,37,12,,source_path|source_class|unit_index|text|speed_hits|first_attempt_terms|second_attempt_terms|improvement_terms|status_terms|source_native|direct_repeat_semantic|strong_repeat_binding,,
weather/output/chronology_rescue_2022_malukas_repeat_integration_summary_v1.csv,chronology_rescue_2022_malukas_repeat_integration_summary_v1.csv,.csv,True,13,2,,metric|value,,
weather/output/chronology_rescue_2022_malukas_repeat_integration_v1_qa.csv,chronology_rescue_2022_malukas_repeat_integration_v1_qa.csv,.csv,True,14,3,,metric|value|status,,
weather/output/chronology_rescue_2022_marco_repeat_chronology_audit_v1.csv,chronology_rescue_2022_marco_repeat_chronology_audit_v1.csv,.csv,True,2,7,driver_name|attempt_id|speed_mph,attempt_id|driver_name|car_number|car_attempt_index|speed_mph|canonical_status|official_status,driver_name=Marco Andretti; attempt_id=c044edbc-0f6c-5aab-bdef-9c4156b50617; speed_mph=226.108 || driver_name=Marco Andretti; attempt_id=63982b5e-7639-5140-a6a2-702a77c2fc85; speed_mph=230.345,
weather/output/chronology_rescue_2022_marco_repeat_chronology_audit_v1_qa.csv,chronology_rescue_2022_marco_repeat_chronology_audit_v1_qa.csv,.csv,True,5,3,,metric|value|status,,
weather/output/chronology_rescue_2022_marco_repeat_evidence_hits_v1.csv,chronology_rescue_2022_marco_repeat_evidence_hits_v1.csv,.csv,True,51,4,,source_path|speed_hits|semantic_hits|text,,
weather/output/chronology_rescue_2022_repeat_group_denominator_reconciliation_summary_v1.csv,chronology_rescue_2022_repeat_group_denominator_reconciliation_summary_v1.csv,.csv,True,8,2,,metric|value,,
weather/output/chronology_rescue_2022_repeat_group_denominator_reconciliation_v1.csv,chronology_rescue_2022_repeat_group_denominator_reconciliation_v1.csv,.csv,True,21,8,driver_name|attempt_id,driver_name|legacy_included|current_broad_included|attempt_id|car_attempt_index|canonical_result_status|official_status|official_result_row,driver_name=Alexander Rossi; attempt_id=1e2facfd-2c67-5b5a-9556-04ef28eeb0d8 || driver_name=Alexander Rossi; attempt_id=b3147013-0fda-5982-bea1-85788019ef89,
weather/output/chronology_rescue_2022_repeat_group_denominator_reconciliation_v1_qa.csv,chronology_rescue_2022_repeat_group_denominator_reconciliation_v1_qa.csv,.csv,True,4,3,,metric|value|status,,
weather/output/chronology_rescue_2022_repeat_pair_coverage_post_ilott_v1.csv,chronology_rescue_2022_repeat_pair_coverage_post_ilott_v1.csv,.csv,True,10,6,driver_name,driver_name|attempt_count|attempt_ids|chronology_covered_before|chronology_covered_after|newly_fully_covered,driver_name=Alexander Rossi || driver_name=Callum Ilott,
weather/output/chronology_rescue_2022_repeat_pair_coverage_v1.csv,chronology_rescue_2022_repeat_pair_coverage_v1.csv,.csv,True,8,12,driver_name,car_number|driver_name|first_attempt_id|first_speed_mph|second_attempt_id|second_speed_mph|first_has_chronology|second_has_chronology|both_attempts_have_chronology|pair_has_action_evidence|pair_actions|pair_lanes,driver_name=Takuma Sato || driver_name=David Malukas,
weather/output/chronology_rescue_2022_repeat_pair_driver_eligibility_v1.csv,chronology_rescue_2022_repeat_pair_driver_eligibility_v1.csv,.csv,True,10,9,driver_name,driver_name|broad_repeat_attempt_count|attempt_ids|attempt_statuses|status_only_excluded_objects|legacy_denominator_included|eligibility_class|decision_relevant_denominator|rationale,driver_name=Alexander Rossi || driver_name=Callum Ilott,
weather/output/chronology_rescue_2022_repeat_pair_eligibility_policy_summary_v1.csv,chronology_rescue_2022_repeat_pair_eligibility_policy_summary_v1.csv,.csv,True,8,2,,metric|value,,
weather/output/chronology_rescue_2022_repeat_pair_eligibility_policy_v1.csv,chronology_rescue_2022_repeat_pair_eligibility_policy_v1.csv,.csv,True,1,11,,policy_id|policy_scope|metric|rule|broad_object_repeat_denominator|decision_relevant_denominator|excluded_status_only_types|excluded_drivers|eligible_drivers|coverage_reporting_policy|frozen_by_phase,,
weather/output/chronology_rescue_2022_repeat_pair_eligibility_policy_v1.json,chronology_rescue_2022_repeat_pair_eligibility_policy_v1.json,.json,True,1,9,,policy_id|phase|scope|broad_object_level_repeat_groups|decision_relevant_repeat_groups|excluded_status_only_types|excluded_drivers|eligible_drivers|reporting_rule,,
weather/output/chronology_rescue_2022_repeat_pair_eligibility_policy_v1_qa.csv,chronology_rescue_2022_repeat_pair_eligibility_policy_v1_qa.csv,.csv,True,7,3,,metric|value|status,,
weather/output/chronology_rescue_2022_repeat_pair_final_driver_coverage_v1.csv,chronology_rescue_2022_repeat_pair_final_driver_coverage_v1.csv,.csv,True,8,8,driver_name,driver_name|decision_relevant|pair_attempt_count|covered_attempt_count|fully_covered|attempt_ids|covered_attempt_ids|missing_attempt_ids,driver_name=Alexander Rossi || driver_name=Callum Ilott,
weather/output/chronology_rescue_2022_repeat_pair_rescue_completion_v1.csv,chronology_rescue_2022_repeat_pair_rescue_completion_v1.csv,.csv,True,14,2,,metric|value,,
weather/output/chronology_rescue_2022_repeat_pair_rescue_completion_v1.json,chronology_rescue_2022_repeat_pair_rescue_completion_v1.json,.json,True,1,9,,phase|active_ledgers|2022_attempt_population|chronology_covered_attempts|chronology_coverage_pct|decision_relevant_repeat|explicit_historical_lane_rows|readiness|policy_notes,,
weather/output/chronology_rescue_2022_repeat_pair_rescue_completion_v1_qa.csv,chronology_rescue_2022_repeat_pair_rescue_completion_v1_qa.csv,.csv,True,8,3,,metric|value|status,,
weather/output/chronology_rescue_2022_sato_marco_result_context_v1.csv,chronology_rescue_2022_sato_marco_result_context_v1.csv,.csv,True,4,11,year,year|car_number|expected_driver|driver_name_pdf|result_row|speed_avg_mph|elapsed_time|status|source_file|source_line_number|chronology_assigned,year=2022 || year=2022,
weather/output/chronology_rescue_2022_weather_event_edges_v1.csv,chronology_rescue_2022_weather_event_edges_v1.csv,.csv,True,5,7,,edge_id|from_event|relation|to_event|constraint_class|source_authority|notes,,
weather/output/chronology_rescue_2022_weather_interruption_windows_v1.csv,chronology_rescue_2022_weather_interruption_windows_v1.csv,.csv,True,4,15,year,event_id|year|event_type|time_lower_utc|time_upper_utc|time_midpoint_utc|time_quality|source_authority|source_url|supporting_source_url|evidence_summary|chronology_usable|queue_replay_usable|canonical_promoted|notes,year=2022 || year=2022,
weather/output/chronology_rescue_2022_weather_interruption_windows_v1_qa.csv,chronology_rescue_2022_weather_interruption_windows_v1_qa.csv,.csv,True,9,3,,metric|value|status,,
weather/output/decision_recovery_prior_sensitivity_v1.csv,decision_recovery_prior_sensitivity_v1.csv,.csv,True,24,13,,baseline_group|prior_id|prior_alpha|prior_beta|central_policy|recovery_successes|recovery_trials|posterior_mean_recovery_probability|required_gain_mph|normal_branch_target_rate|recovery_branch_target_rate|p_target_given_completed|policy_hash,,
weather/output/hrrr_forecast_availability_policy.csv,hrrr_forecast_availability_policy.csv,.csv,True,259,15,,forecast_snapshot_id|session_id|issue_time_utc|forecast_lead_hours|valid_start_utc|valid_end_utc|policy_availability_time_utc|availability_policy_id|availability_policy_class|availability_lag_minutes|availability_time_quality|availability_observed|leakage_safe_for_primary_analysis|availability_policy_hash|policy_semantic_note,,
weather/output/hrrr_forecast_availability_policy_qa.csv,hrrr_forecast_availability_policy_qa.csv,.csv,True,7,3,,metric|value|status,,
weather/output/hrrr_ims_20200815.csv,hrrr_ims_20200815.csv,.csv,True,52,14,,date|cycle_time_utc|forecast_hour|valid_time_utc|ims_lat|ims_lon|TMP_2m|DPT_2m|UGRD_10m|VGRD_10m|GUST_surface|PRES_surface|TCDC_atmosphere|DSWRF_surface,,
weather/output/hrrr_ims_20200815_features.csv,hrrr_ims_20200815_features.csv,.csv,True,52,24,,date|cycle_time_utc|forecast_hour|valid_time_utc|ims_lat|ims_lon|TMP_2m|DPT_2m|UGRD_10m|VGRD_10m|GUST_surface|PRES_surface|TCDC_atmosphere|DSWRF_surface|temp_c|dewpoint_c|relative_humidity_pct|wind_speed_10m_ms|wind_direction_deg|pressure_hpa|gust_ms|cloud_cover_pct|shortwave_radiation_wm2|forecast_lead_hours,,
weather/output/hrrr_ims_2020_2024_features.csv,hrrr_ims_2020_2024_features.csv,.csv,True,259,24,,date|cycle_time_utc|forecast_hour|valid_time_utc|ims_lat|ims_lon|TMP_2m|DPT_2m|UGRD_10m|VGRD_10m|GUST_surface|PRES_surface|TCDC_atmosphere|DSWRF_surface|temp_c|dewpoint_c|relative_humidity_pct|wind_speed_10m_ms|wind_direction_deg|pressure_hpa|gust_ms|cloud_cover_pct|shortwave_radiation_wm2|forecast_lead_hours,,
weather/output/hrrr_ims_20210522.csv,hrrr_ims_20210522.csv,.csv,True,52,14,,date|cycle_time_utc|forecast_hour|valid_time_utc|ims_lat|ims_lon|TMP_2m|DPT_2m|UGRD_10m|VGRD_10m|GUST_surface|PRES_surface|TCDC_atmosphere|DSWRF_surface,,
weather/output/hrrr_ims_20210522_features.csv,hrrr_ims_20210522_features.csv,.csv,True,52,24,,date|cycle_time_utc|forecast_hour|valid_time_utc|ims_lat|ims_lon|TMP_2m|DPT_2m|UGRD_10m|VGRD_10m|GUST_surface|PRES_surface|TCDC_atmosphere|DSWRF_surface|temp_c|dewpoint_c|relative_humidity_pct|wind_speed_10m_ms|wind_direction_deg|pressure_hpa|gust_ms|cloud_cover_pct|shortwave_radiation_wm2|forecast_lead_hours,,
weather/output/hrrr_ims_20220521.csv,hrrr_ims_20220521.csv,.csv,True,52,14,,date|cycle_time_utc|forecast_hour|valid_time_utc|ims_lat|ims_lon|TMP_2m|DPT_2m|UGRD_10m|VGRD_10m|GUST_surface|PRES_surface|TCDC_atmosphere|DSWRF_surface,,
weather/output/hrrr_ims_20220521_features.csv,hrrr_ims_20220521_features.csv,.csv,True,52,24,,date|cycle_time_utc|forecast_hour|valid_time_utc|ims_lat|ims_lon|TMP_2m|DPT_2m|UGRD_10m|VGRD_10m|GUST_surface|PRES_surface|TCDC_atmosphere|DSWRF_surface|temp_c|dewpoint_c|relative_humidity_pct|wind_speed_10m_ms|wind_direction_deg|pressure_hpa|gust_ms|cloud_cover_pct|shortwave_radiation_wm2|forecast_lead_hours,,
weather/output/hrrr_ims_20230520.csv,hrrr_ims_20230520.csv,.csv,True,52,14,,date|cycle_time_utc|forecast_hour|valid_time_utc|ims_lat|ims_lon|TMP_2m|DPT_2m|UGRD_10m|VGRD_10m|GUST_surface|PRES_surface|TCDC_atmosphere|DSWRF_surface,,
weather/output/hrrr_ims_20230520_features.csv,hrrr_ims_20230520_features.csv,.csv,True,52,24,,date|cycle_time_utc|forecast_hour|valid_time_utc|ims_lat|ims_lon|TMP_2m|DPT_2m|UGRD_10m|VGRD_10m|GUST_surface|PRES_surface|TCDC_atmosphere|DSWRF_surface|temp_c|dewpoint_c|relative_humidity_pct|wind_speed_10m_ms|wind_direction_deg|pressure_hpa|gust_ms|cloud_cover_pct|shortwave_radiation_wm2|forecast_lead_hours,,
weather/output/hrrr_ims_20240518.csv,hrrr_ims_20240518.csv,.csv,True,51,14,,date|cycle_time_utc|forecast_hour|valid_time_utc|ims_lat|ims_lon|TMP_2m|DPT_2m|UGRD_10m|VGRD_10m|GUST_surface|PRES_surface|TCDC_atmosphere|DSWRF_surface,,
weather/output/hrrr_ims_20240518_features.csv,hrrr_ims_20240518_features.csv,.csv,True,51,24,,date|cycle_time_utc|forecast_hour|valid_time_utc|ims_lat|ims_lon|TMP_2m|DPT_2m|UGRD_10m|VGRD_10m|GUST_surface|PRES_surface|TCDC_atmosphere|DSWRF_surface|temp_c|dewpoint_c|relative_humidity_pct|wind_speed_10m_ms|wind_direction_deg|pressure_hpa|gust_ms|cloud_cover_pct|shortwave_radiation_wm2|forecast_lead_hours,,
weather/output/hrrr_leakage_safe_forecast_candidate_audit.csv,hrrr_leakage_safe_forecast_candidate_audit.csv,.csv,True,408,22,driver_name|attempt_id,attempt_id|session_id|car_number|driver_name|car_attempt_index|performance_time_utc|availability_lag_minutes|eligible_snapshot_count|has_any_eligible_snapshot|nearest_snapshot_id|nearest_issue_time_utc|nearest_valid_time_utc|nearest_forecast_lead_hours|nearest_valid_offset_minutes|nearest_valid_relation|latest_available_issue_time_utc|latest_available_issue_age_minutes|same_cycle_bracket_available|same_cycle_before_snapshot_id|same_cycle_after_snapshot_id|same_cycle_before_valid_offset_minutes|same_cycle_after_valid_offset_minutes,driver_name=Graham Rahal; attempt_id=16cb7863-a6d0-5895-93e4-a76ac2c6c71f || driver_name=Dalton Kellett; attempt_id=a6295479-1996-5baa-b116-ab56a03c118d,
weather/output/hrrr_leakage_safe_forecast_candidate_audit_summary.csv,hrrr_leakage_safe_forecast_candidate_audit_summary.csv,.csv,True,3,11,,availability_lag_minutes|decision_rows|rows_with_any_eligible_snapshot|coverage_pct|same_cycle_bracket_rows|same_cycle_bracket_pct|nearest_exact_valid_rows|nearest_before_rows|nearest_after_rows|nearest_abs_offset_median_minutes|nearest_abs_offset_max_minutes,,
weather/output/interruption_track_state_identifiability_2022_v1.csv,interruption_track_state_identifiability_2022_v1.csv,.csv,True,1,19,year,phase|year|interruption_chronology_support|wet_terminal_state_support|day1_rain_arrival_grip_effect|day1_rain_arrival_speed_effect|post_restart_grip_state|drying_trajectory|track_cleaning_support|track_reset_support|day1_rubber_washoff_support|green_track_support|post_restart_quantitative_grip_ready|rubber_reset_feature_ready|elapsed_time_as_track_evolution|rain_implies_full_reset|reopen_implies_known_grip|downstream_track_state_policy|notes,year=2022,
weather/output/interruption_track_state_identifiability_2022_v1.json,interruption_track_state_identifiability_2022_v1.json,.json,True,1,16,year,phase|year|interruption_chronology_support|wet_terminal_state_support|day1_rain_arrival_grip_effect|day1_rain_arrival_speed_effect|post_restart_grip_state|drying_trajectory|track_cleaning_support|track_reset_support|day1_rubber_washoff_support|green_track_support|adjacent_mechanism_evidence|elapsed_time_as_track_evolution|rain_implies_full_reset|reopen_implies_known_grip,,
weather/output/interruption_track_state_identifiability_2022_v1_qa.csv,interruption_track_state_identifiability_2022_v1_qa.csv,.csv,True,10,3,,metric|value|status,,
